OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),Outlier,TotalGHGEmissions,GHGEmissionsIntensity,%_GFAParking,%_GFABuilding,Nb_PropertyUseTypes,Building_age,%_LargestPropertyUseType
456,NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,2.0,5,213283,Office,105563.0,Parking,0.0,one_use,0.0,83.0,53.59999847,53.59999847,168.3999939,168.3999939,5661689.5,0.0,1659346.125,5661689.0,0.0,0.0,not_outlier,39.47,0.19,0.5402587172911109,0.45974128270888914,2,20,0.4949433381938551
457,NonResidential,Large Office,98103.0,4,LAKE UNION,1.0,3,103697,Office,63199.0,one_use,0.0,one_use,0.0,7.0,179.1000061,184.6999969,350.2999878,356.1000061,11319836.0,0.0,1437351.5,4904243.0,64155.92188,6415592.0,not_outlier,374.92,3.62,0.4595697078989749,0.5404302921010251,1,15,0.6094583256989112
458,NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,1.0,5,74880,Office,71751.0,Parking,0.0,one_use,0.0,56.0,71.59999847,77.09999847,224.6999969,242.1000061,5134607.5,0.0,1504867.25,5134607.0,0.0,0.0,not_outlier,35.8,0.48,0.0,1.0,2,42,0.958213141025641
459,NonResidential,Small- and Mid-Sized Office,98115.0,5,NORTH,1.0,6,88774,Office,85339.0,Parking,0.0,one_use,0.0,53.0,70.59999847,74.40000153,221.8000031,233.8000031,6029121.5,0.0,1767034.25,6029121.0,0.0,0.0,not_outlier,42.03,0.47,0.0,1.0,2,37,0.9613062383130195
460,NonResidential,Large Office,98115.0,5,NORTH,1.0,5,122250,Office,91281.0,Adult Education,30177.0,Bank Branch,5931.0,93.0,43.5,43.5,136.3999939,136.3999939,5535626.0,0.0,1622399.0,5535625.0,0.0,0.0,not_outlier,38.59,0.32,0.0,1.0,4,33,0.7466748466257669
461,NonResidential,Small- and Mid-Sized Office,98115.0,5,NORTH,1.0,4,53730,Office,53730.0,Parking,0.0,one_use,0.0,20.0,88.30000305,88.30000305,277.2000122,277.2000122,4742869.0,0.0,1390055.25,4742869.0,0.0,0.0,not_outlier,33.06,0.62,0.0,1.0,2,37,1.0
462,NonResidential,Small- and Mid-Sized Office,98101.0,1,DELRIDGE,1.0,3,55593,Office,55593.0,one_use,0.0,one_use,0.0,55.0,76.0,79.40000153,186.6999969,190.1999969,4224872.5,0.0,833103.5,2842549.0,13823.23047,1382323.0,not_outlier,93.23,1.68,0.0,1.0,1,56,1.0
463,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,4,134056,Office,72066.0,Parking,59137.0,one_use,0.0,54.0,65.19999695,68.0,204.6000061,213.5,4695139.0,0.0,1376066.25,4695138.0,0.0,0.0,not_outlier,32.73,0.24,0.45473533448708003,0.54526466551292,2,34,0.5375813093035746
464,NonResidential,Retail Store,98199.0,2,GREATER DUWAMISH,1.0,1,158415,Retail Store,158415.0,one_use,0.0,one_use,0.0,25.0,141.3999939,147.0,358.6000061,364.5,22394416.0,0.0,4668122.5,15927634.0,64667.80469,6466780.0,not_outlier,454.49,2.87,0.0,1.0,1,11,1.0
492,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,4,86995,Office,58195.0,Parking,28800.0,one_use,0.0,81.0,51.40000153,51.90000153,161.3999939,162.8000031,2991674.75,0.0,876809.625,2991674.0,0.0,0.0,not_outlier,20.86,0.24,0.33105350882234613,0.6689464911776539,2,31,0.6689464911776539
467,NonResidential,Retail Store,98107.0,6,BALLARD,1.0,1,164437,Retail Store,102653.0,Supermarket/Grocery Store,74102.0,Parking,0.0,62.0,104.0,107.6999969,276.0,278.0,18390344.0,0.0,4132326.75,14099499.0,42908.43359,4290843.0,not_outlier,326.18,1.98,0.0,1.0,3,17,0.6242694770641644
468,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,5,184482,Office,118016.0,Parking,66234.0,Other,1595.0,95.0,47.40000153,49.09999847,148.5,153.6000061,5671256.0,0.0,1656231.0,5651060.0,201.9499969,20195.0,not_outlier,40.47,0.22,0.35902689693303413,0.6409731030669659,3,7,0.6397155278021704
471,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,6,139282,Office,79384.0,Parking,52582.0,Financial Office,3027.0,96.0,37.29999924,37.29999924,117.3000031,117.3000031,3238216.0,0.0,949066.6875,3238216.0,0.0,0.0,not_outlier,22.57,0.16,0.37752186212145145,0.6224781378785486,5,12,0.5699516089659827
473,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,5,271071,Office,168132.0,Parking,96918.0,Medical Office,16862.0,96.0,42.40000153,43.0,131.5,133.3000031,7851334.5,0.0,2255357.5,7695280.0,1560.540039,156054.0,not_outlier,61.93,0.23,0.3641112476067156,0.6358887523932845,3,7,0.6202507830051905
474,NonResidential,Warehouse,98109.0,3,LAKE UNION,1.0,5,127800,Non-Refrigerated Warehouse,127800.0,one_use,0.0,one_use,0.0,56.0,21.70000076,22.0,64.40000153,64.69999695,2767491.0,0.0,746069.875,2545590.0,2219.0,221900.0,not_outlier,29.53,0.23,0.0,1.0,1,102,1.0
475,NonResidential,Large Office,98109.0,3,LAKE UNION,1.0,5,560516,Office,372503.0,Parking,189133.0,one_use,0.0,71.0,80.80000305,81.59999847,202.1999969,200.6000061,30083496.0,0.0,6132058.5,20922584.0,91609.10156,9160910.0,not_outlier,632.4,1.13,0.36858359083416,0.6314164091658401,2,14,0.6645715733359976
476,NonResidential,Large Office,98109.0,3,LAKE UNION,1.0,6,226592,Office,131592.0,Parking,83178.0,one_use,0.0,49.0,90.90000153,89.80000305,281.6000061,278.0,11963428.0,0.0,3434879.5,11719809.0,2436.178711,243618.0,not_outlier,94.64,0.42,0.41925575483688743,0.5807442451631125,2,15,0.5807442451631125
481,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,4,209816,Office,113803.0,Parking,79091.0,Fitness Center/Health Club/Gym,15803.0,97.0,51.0,51.0,135.1999969,135.1999969,6917478.5,0.0,1554456.625,5303806.0,16136.71973,1613672.0,not_outlier,122.68,0.58,0.35113146757158653,0.6488685324284135,4,10,0.5423942883288214
482,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,6,303103,Office,178628.0,Parking,99368.0,Bank Branch,6015.0,97.0,40.70000076,40.90000153,123.6999969,123.9000015,7519466.5,0.0,2094799.75,7147457.0,3720.090332,372009.0,not_outlier,69.59,0.23,0.36259951237698074,0.6374004876230193,3,10,0.5893310194884247
484,NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,1.0,3,67380,Non-Refrigerated Warehouse,29732.0,Office,17372.0,Other - Entertainment/Public Assembly,13639.0,66.0,42.09999847,46.79999924,94.19999695,99.19999695,2755829.0,0.0,459033.0938,1566221.0,11896.08008,1189608.0,not_outlier,74.1,1.1,0.0,1.0,5,62,0.4412585336895221
489,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,88062,Office,64752.0,Parking,21396.0,one_use,0.0,80.0,52.70000076,55.0,165.6000061,172.6000061,3415561.25,0.0,1001043.625,3415561.0,0.0,0.0,not_outlier,23.81,0.27,0.23649247121346323,0.7635075287865367,2,42,0.7353001294542482
490,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,87178,Office,66648.0,Parking,15167.0,one_use,0.0,69.0,54.5,57.59999847,171.1000061,180.8000031,3632613.75,0.0,1064658.125,3632614.0,0.0,0.0,not_outlier,25.32,0.29,0.23418752437541582,0.7658124756245842,2,44,0.7645048062584597
491,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,87178,Office,66747.0,Parking,28285.0,one_use,0.0,86.0,52.29999924,55.5,164.3000031,174.3000031,3493093.75,0.0,1023767.125,3493093.0,0.0,0.0,not_outlier,24.35,0.28,0.23418752437541582,0.7658124756245842,2,46,0.7656404138658836
493,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,88000,Office,69691.0,Parking,17487.0,one_use,0.0,75.0,50.0,0.0,157.0,0.0,3484915.5,0.0,1021370.188,3484915.0,0.0,0.0,not_outlier,24.29,0.28,0.24545454545454545,0.7545454545454545,2,45,0.7919431818181818
494,NonResidential,Medical Office,98105.0,4,NORTHEAST,1.0,4,196749,Medical Office,108344.0,Parking,88405.0,one_use,0.0,5.0,176.8999939,182.0,411.5,416.2999878,19165116.0,0.0,3430113.5,11703547.0,74615.66406,7461566.0,not_outlier,477.87,2.43,0.4493288402990612,0.5506711597009387,2,28,0.5506711597009387
495,NonResidential,Medical Office,98105.0,4,NORTHEAST,1.0,4,191276,Medical Office,95995.0,one_use,0.0,one_use,0.0,21.0,87.69999695,87.69999695,266.3999939,266.3999939,8422861.0,0.0,2346217.25,8005293.0,4175.669922,417567.0,not_outlier,77.99,0.41,0.4981335870679019,0.5018664129320981,1,22,0.5018664129320981
497,NonResidential,Warehouse,98126.0,1,SOUTHWEST,1.0,4,98475,Non-Refrigerated Warehouse,98475.0,one_use,0.0,one_use,0.0,83.0,11.10000038,12.0,27.89999962,28.89999962,1090496.625,0.0,225380.0,768997.0,3215.0,321500.0,not_outlier,22.44,0.23,0.0,1.0,1,19,1.0
500,NonResidential,Supermarket / Grocery Store,98125.0,5,NORTH,1.0,2,308965,Supermarket/Grocery Store,121087.0,Parking,0.0,Parking,0.0,78.0,119.9000015,122.5999985,310.2000122,310.8999939,14512786.0,0.0,3130371.0,10680826.0,38319.58594,3831959.0,not_outlier,277.98,0.9,0.6080882947906721,0.39191170520932794,2,21,0.39191170520932794
503,NonResidential,Supermarket / Grocery Store,98134.0,2,GREATER DUWAMISH,1.0,1,63225,Supermarket/Grocery Store,63225.0,one_use,0.0,one_use,0.0,100.0,103.1999969,103.1999969,323.8999939,323.8999939,6522551.5,0.0,1911650.25,6522551.0,0.0,0.0,not_outlier,45.47,0.72,0.0,1.0,1,8,1.0
507,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,1.0,1,243044,Non-Refrigerated Warehouse,325424.0,one_use,0.0,one_use,0.0,100.0,4.300000191,4.300000191,9.0,9.0,1396082.25,0.0,205444.5938,700977.0,6951.050293,695105.0,not_outlier,41.8,0.17,0.0,1.0,1,17,1.3389509718404897
514,NonResidential,Retail Store,98133.0,5,NORTHWEST,1.0,1,131387,Retail Store,107931.0,one_use,0.0,one_use,0.0,72.0,81.30000305,82.90000153,234.5,234.0,8773058.0,0.0,2258064.0,7704514.0,10685.42188,1068542.0,not_outlier,110.46,0.84,0.0,1.0,1,19,0.8214739662219246
515,NonResidential,Warehouse,98133.0,5,NORTHWEST,1.0,3,94400,Non-Refrigerated Warehouse,67155.0,one_use,0.0,one_use,0.0,38.0,11.69999981,11.89999962,33.5,33.70000076,784364.5,0.0,199550.0,680865.0,1035.000122,103500.0,not_outlier,10.24,0.11,0.0,1.0,1,17,0.7113877118644067
518,NonResidential,Retail Store,98133.0,5,NORTHWEST,1.0,1,114000,Retail Store,57805.0,Supermarket/Grocery Store,56312.0,one_use,0.0,79.0,150.8999939,150.8999939,302.0,302.0,17225444.0,0.0,2296774.5,7836595.0,93888.48438,9388848.0,not_outlier,553.27,4.85,0.0,1.0,2,49,0.5070614035087719
519,NonResidential,Supermarket / Grocery Store,98133.0,5,NORTHWEST,1.0,1,50083,Supermarket/Grocery Store,50065.0,Parking,0.0,one_use,0.0,78.0,173.0,177.8000031,454.2000122,459.2000122,8663691.0,0.0,1913361.75,6528390.0,21353.00195,2135300.0,not_outlier,158.92,3.17,0.0,1.0,2,19,0.999640596609628
520,NonResidential,Large Office,98103.0,6,LAKE UNION,1.0,3,124071,Office,96504.0,one_use,0.0,one_use,0.0,73.0,51.70000076,51.70000076,162.3999939,162.3999939,4991360.5,0.0,1462254.125,4989211.0,21.48999977,2149.0,not_outlier,34.9,0.28,0.2308758694618404,0.7691241305381596,1,28,0.7778127040162488
521,NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,1.0,4,90000,Office,90000.0,one_use,0.0,one_use,0.0,84.0,43.29999924,43.29999924,136.0,136.0,3897738.0,0.0,1142361.5,3897737.0,0.0,0.0,not_outlier,27.17,0.3,0.40586666666666665,0.5941333333333333,1,16,1.0
522,NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,1.0,3,96041,Office,62232.0,Parking,33709.0,one_use,0.0,70.0,87.0,87.0,273.1000061,273.1000061,5413418.0,0.0,1586581.875,5413417.0,0.0,0.0,not_outlier,37.74,0.39,0.35098551660228444,0.6490144833977156,2,15,0.6479732614196021
523,NonResidential,Large Office,98103.0,6,LAKE UNION,1.0,3,280957,Office,152579.0,Parking,93893.0,Data Center,7500.0,96.0,68.69999695,68.69999695,211.3000031,211.3000031,11325513.0,0.0,3219974.5,10986553.0,3366.104004,336610.0,not_outlier,94.47,0.34,0.4087066704157576,0.5912933295842424,4,17,0.5430688681897942
524,NonResidential,Large Office,98103.0,6,LAKE UNION,1.0,4,243334,Office,138995.0,Parking,24549.0,one_use,0.0,89.0,62.20000076,62.20000076,187.3999939,187.3999939,8651835.0,0.0,2378856.0,8116657.0,5351.779785,535178.0,not_outlier,85.01,0.35,0.4234180180328273,0.5765819819671727,2,17,0.5712107638061266
526,NonResidential,Large Office,98108.0,2,GREATER DUWAMISH,1.0,5,390295,Office,243018.0,Parking,108408.0,one_use,0.0,95.0,31.60000038,31.60000038,99.30000305,99.30000305,7683885.0,0.0,2252017.5,7683884.0,0.0,0.0,not_outlier,53.57,0.14,0.31098271820033563,0.6890172817996644,2,34,0.6226520964911157
527,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,2,90000,Non-Refrigerated Warehouse,70000.0,Office,20000.0,one_use,0.0,87.0,15.89999962,16.29999924,46.20000076,46.70000076,1429146.375,0.0,373072.1875,1272922.0,1562.23999,156224.0,not_outlier,17.17,0.19,0.0,1.0,2,49,0.7777777777777778
530,NonResidential,Warehouse,98107.0,6,BALLARD,1.0,2,63240,Non-Refrigerated Warehouse,63240.0,one_use,0.0,one_use,0.0,100.0,3.599999905,4.300000191,6.599999905,7.400000095,227566.7031,0.0,25031.90039,85409.0,1421.580078,142158.0,not_outlier,8.15,0.13,0.0,1.0,1,75,1.0
534,NonResidential,Warehouse,98119.0,7,MAGNOLIA / QUEEN ANNE,1.0,4,106041,Non-Refrigerated Warehouse,106041.0,one_use,0.0,one_use,0.0,94.0,10.60000038,11.80000019,25.70000076,27.0,1123943.0,0.0,216689.0,739343.0,3845.999756,384600.0,not_outlier,25.58,0.24,0.0,1.0,1,19,1.0
538,NonResidential,Large Office,98104.0,2,DOWNTOWN,1.0,10,181694,Office,150840.0,Parking,26946.0,Other,2155.0,88.0,49.90000153,50.90000153,156.8000031,159.6999969,7637986.0,0.0,2238565.5,7637985.0,0.0,0.0,not_outlier,53.25,0.29,0.21016654374938082,0.7898334562506192,3,14,0.8301870177331118
540,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,22780,Non-Refrigerated Warehouse,22780.0,one_use,0.0,one_use,0.0,33.0,17.60000038,17.60000038,55.40000153,55.40000153,402051.3125,0.0,117834.5,402051.0,0.0,0.0,not_outlier,2.8,0.12,0.0,1.0,1,50,1.0
543,NonResidential,Distribution Center,98168.0,2,GREATER DUWAMISH,1.0,1,124472,Distribution Center,124423.0,Parking,0.0,one_use,0.0,62.0,43.90000153,51.0,65.40000153,72.80000305,5464762.0,0.0,335860.8125,1145957.0,43188.04688,4318805.0,not_outlier,237.36,1.91,0.0,1.0,2,49,0.9996063371681985
774,NonResidential,Large Office,98104.0,7,DOWNTOWN,1.0,22,227556,Office,227556.0,Parking,77887.79688,one_use,0.0,95.0,37.29999924,39.29999924,117.1999969,123.5,8493420.0,0.0,2489278.75,8493419.0,0.0,0.0,not_outlier,59.21,0.26,0.4331065759637188,0.5668934240362812,2,46,1.0
544,NonResidential,Distribution Center,98168.0,2,GREATER DUWAMISH,1.0,1,50065,Distribution Center,49918.0,Parking,0.0,one_use,0.0,72.0,30.60000038,35.09999847,67.19999695,71.90000153,1529510.25,0.0,245094.0938,836261.0,6932.489746,693249.0,not_outlier,42.65,0.85,0.0,1.0,2,49,0.9970638170378507
545,NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,1.0,1,57540,Distribution Center,57540.0,one_use,0.0,one_use,0.0,26.0,44.90000153,48.79999924,94.69999695,98.90000153,2582687.0,0.0,384226.5,1310981.0,12717.05957,1271706.0,not_outlier,76.68,1.33,0.0,1.0,1,47,1.0
546,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,85400,Non-Refrigerated Warehouse,85400.0,one_use,0.0,one_use,0.0,49.0,18.0,18.0,56.5,56.5,1536998.25,0.0,450468.4063,1536998.0,0.0,0.0,not_outlier,10.72,0.13,0.0,1.0,1,50,1.0
547,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,1,55700,Non-Refrigerated Warehouse,55700.0,one_use,0.0,one_use,0.0,63.0,9.300000191,9.5,29.29999924,29.79999924,519806.0938,0.0,152346.4063,519806.0,0.0,0.0,not_outlier,3.62,0.06,0.0,1.0,1,50,1.0
548,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,1.0,1,53250,Office,52759.0,Parking,0.0,one_use,0.0,96.0,34.0,33.40000153,77.19999695,75.30000305,1794187.25,0.0,307202.0,1048173.0,7460.140137,746014.0,not_outlier,46.93,0.88,0.0,1.0,2,52,0.9907793427230047
549,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,6,78672,Office,78672.0,one_use,0.0,one_use,0.0,98.0,27.70000076,28.20000076,79.30000305,79.80000305,2179719.75,0.0,553488.375,1888502.0,2912.170166,291217.0,not_outlier,28.63,0.36,0.3613356721578198,0.6386643278421802,1,29,1.0
550,NonResidential,Warehouse,98133.0,5,NORTHWEST,1.0,3,64660,Non-Refrigerated Warehouse,64660.0,one_use,0.0,one_use,0.0,89.0,5.0,5.199999809,13.0,13.10000038,325513.0,0.0,69699.0,237813.0,876.999939,87700.0,not_outlier,6.32,0.1,0.0,1.0,1,30,1.0
552,NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,1.0,1,161678,Distribution Center,162425.0,one_use,0.0,one_use,0.0,25.0,57.59999847,62.09999847,142.0,145.5,9357230.0,0.0,1855803.75,6332002.0,30252.27148,3025227.0,not_outlier,204.81,1.27,0.0,1.0,1,48,1.0046202946597558
553,NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,1.0,1,101101,Distribution Center,101101.0,one_use,0.0,one_use,0.0,1.0,215.6000061,211.1000061,676.5999756,662.5,21795830.0,0.0,6383133.0,21779250.0,165.7700043,16577.0,not_outlier,152.71,1.51,0.0,1.0,1,67,1.0
554,NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,1.0,1,52613,Distribution Center,59504.0,one_use,0.0,one_use,0.0,80.0,17.79999924,20.70000076,37.29999924,40.29999924,1061458.25,0.0,154710.5,527872.0,5335.860352,533586.0,not_outlier,32.02,0.61,0.0,1.0,1,36,1.1309752342576929
557,NonResidential,Supermarket / Grocery Store,98103.0,5,NORTHWEST,1.0,1,58184,Supermarket/Grocery Store,51722.0,Parking,0.0,one_use,0.0,41.0,284.5,291.5,620.2000122,627.5999756,14715262.0,0.0,2331899.75,7956442.0,67588.19531,6758820.0,not_outlier,414.43,7.12,0.12804207342224666,0.8719579265777533,2,13,0.8889385398047573
558,NonResidential,Supermarket / Grocery Store,98155.0,5,NORTH,1.0,1,58480,Supermarket/Grocery Store,44431.0,one_use,0.0,one_use,0.0,37.0,248.8000031,254.6000061,581.9000244,588.0,11054535.0,0.0,1998174.5,6817771.0,42367.62891,4236763.0,not_outlier,272.54,4.66,0.0,1.0,1,36,0.7597640218878249
561,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,6,336700,Office,217977.0,Parking,4569.0,Retail Store,0.0,95.0,41.59999847,42.20000076,113.5,113.5,9058916.0,0.0,2308731.75,7877393.0,0.0,0.0,not_outlier,54.92,0.16,0.37065637065637064,0.6293436293436293,3,11,0.6473923373923374
562,NonResidential,Retail Store,98109.0,7,LAKE UNION,1.0,4,264008,Retail Store,98863.0,one_use,0.0,one_use,0.0,42.0,100.5,105.5999985,260.0,262.3999939,9937707.0,0.0,2141824.75,7307906.0,26297.99805,2629800.0,not_outlier,190.61,0.72,0.6060195145601649,0.39398048543983516,1,20,0.37446971303899884
563,NonResidential,Small- and Mid-Sized Office,98144.0,3,CENTRAL,1.0,2,62220,Office,60676.0,Parking,13780.0,Other - Services,1324.0,32.0,87.80000305,87.80000305,275.2999878,275.2999878,5444253.5,0.0,1591859.875,5431426.0,128.2700043,12827.0,not_outlier,38.55,0.62,0.0,1.0,3,102,0.9751848280295725
564,NonResidential,Small- and Mid-Sized Office,98144.0,3,GREATER DUWAMISH,1.0,1,65430,Office,60732.0,Other,8142.0,one_use,0.0,89.0,46.20000076,52.09999847,100.3000031,107.5999985,3181045.5,0.0,499939.4063,1705793.0,14752.51953,1475252.0,not_outlier,90.24,1.38,0.0,1.0,2,46,0.9281980742778542
565,NonResidential,Large Office,98105.0,4,NORTHEAST,1.0,3,102290,Office,83715.0,Parking,18575.0,one_use,0.0,26.0,72.40000153,73.0,223.6999969,224.3000031,6062770.5,0.0,1733053.0,5913177.0,1495.929932,149593.0,not_outlier,49.17,0.48,0.4148988170886695,0.5851011829113305,2,10,0.8184084465734676
568,NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,1.0,2,323916,Non-Refrigerated Warehouse,263528.0,Office,60388.0,one_use,0.0,92.0,24.79999924,27.10000038,48.90000153,51.29999924,8024064.5,0.0,1039884.313,3548085.0,44759.78906,4475979.0,not_outlier,262.45,0.81,0.0,1.0,2,25,0.8135689499746848
569,NonResidential,Mixed Use Property,98144.0,2,GREATER DUWAMISH,1.0,14,304052,Office,218918.0,Parking,156487.0,Medical Office,84051.89844,66.0,69.40000153,70.30000305,202.8999939,203.8000031,21027396.0,0.0,5522715.0,18843504.0,21838.90625,2183891.0,not_outlier,247.35,0.81,0.0,1.0,3,84,0.7200018417902201
571,NonResidential,Distribution Center,98108.0,1,GREATER DUWAMISH,1.0,2,98024,Distribution Center,63896.0,Office,33712.0,one_use,0.0,94.0,20.39999962,21.60000038,50.79999924,52.09999847,1988334.5,0.0,402414.0,1373037.0,6152.976074,615298.0,not_outlier,42.25,0.43,0.0,1.0,2,27,0.651840365624745
573,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,5,144573,Office,78521.0,Parking,66650.0,one_use,0.0,62.0,65.40000153,67.69999695,205.3000031,212.6999969,5135040.0,0.0,1504993.875,5135039.0,0.0,0.0,not_outlier,35.8,0.25,0.46080526792692966,0.5391947320730703,2,26,0.5431235431235432
574,NonResidential,Retail Store,98125.0,5,NORTH,1.0,2,302812,Retail Store,302812.0,one_use,0.0,one_use,0.0,97.0,24.10000038,25.70000076,63.90000153,65.5,7290824.5,0.0,1638420.25,5590290.0,17005.3418,1700534.0,not_outlier,129.29,0.43,0.0,1.0,1,66,1.0
575,NonResidential,Small- and Mid-Sized Office,98133.0,5,NORTHWEST,1.0,5,86400,Office,78200.0,one_use,0.0,one_use,0.0,53.0,116.0999985,118.5,231.1999969,232.0,9080022.0,0.0,1198616.625,4089680.0,49903.41016,4990341.0,not_outlier,293.55,3.4,0.0,1.0,1,42,0.9050925925925926
577,NonResidential,Small- and Mid-Sized Office,98144.0,5,NORTHWEST,1.0,6,86483,Office,86483.0,Parking,0.0,one_use,0.0,56.0,73.59999847,76.69999695,231.0,241.0,6361236.5,0.0,1864371.5,6361236.0,0.0,0.0,not_outlier,44.35,0.51,0.0,1.0,2,35,1.0
578,NonResidential,Distribution Center,98106.0,1,DELRIDGE,1.0,1,51600,Distribution Center,34400.0,Office,17200.0,one_use,0.0,75.0,21.79999924,23.20000076,55.90000153,57.40000153,1124543.125,0.0,239011.5938,815508.0,3090.35498,309035.0,not_outlier,22.1,0.43,0.0,1.0,2,40,0.6666666666666666
579,NonResidential,Warehouse,98106.0,1,DELRIDGE,1.0,1,140520,Non-Refrigerated Warehouse,140520.0,one_use,0.0,one_use,0.0,61.0,15.80000019,17.79999924,36.09999847,38.20000076,2225512.0,0.0,384092.5938,1310524.0,9149.879883,914988.0,not_outlier,57.73,0.41,0.0,1.0,1,48,1.0
580,NonResidential,Large Office,98109.0,7,MAGNOLIA / QUEEN ANNE,1.0,5,154029,Office,91645.0,Parking,66288.0,one_use,0.0,95.0,50.59999847,50.59999847,145.6999969,145.6999969,4636396.5,0.0,1190117.5,4060681.0,5757.149902,575715.0,not_outlier,58.88,0.38,0.4049886709645586,0.5950113290354414,2,30,0.5949853598997591
584,NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,1.0,1,50417,Non-Refrigerated Warehouse,50417.0,one_use,0.0,one_use,0.0,14.0,36.59999847,42.59999847,73.90000153,80.19999695,1847401.0,0.0,250591.0938,855017.0,9923.839844,992384.0,not_outlier,58.67,1.16,0.0,1.0,1,36,1.0
585,NonResidential,Medical Office,98133.0,5,NORTHWEST,1.0,3,133298,Medical Office,133298.0,one_use,0.0,one_use,0.0,21.0,117.3000031,120.3000031,305.1000061,308.2000122,15640994.0,0.0,3399819.0,11600182.0,40408.10156,4040810.0,not_outlier,295.48,2.22,0.0,1.0,1,55,1.0
586,NonResidential,Retail Store,98125.0,5,NORTH,1.0,2,168619,Retail Store,173106.0,one_use,0.0,one_use,0.0,78.0,37.29999924,38.79999924,105.0,106.9000015,6455828.5,0.0,1599320.5,5456882.0,9989.459961,998946.0,not_outlier,91.1,0.54,0.0,1.0,1,51,1.0266102870969465
589,NonResidential,Large Office,98109.0,7,LAKE UNION,1.0,4,175885,Office,103970.0,Parking,71390.0,one_use,0.0,91.0,62.40000153,62.40000153,195.8999939,195.8999939,6486377.5,0.0,1901048.25,6486377.0,0.0,0.0,not_outlier,45.22,0.26,0.4058617846888592,0.5941382153111407,2,16,0.5911248827358786
590,NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,1.0,2,104786,Non-Refrigerated Warehouse,104786.0,one_use,0.0,one_use,0.0,93.0,9.800000191,11.0,23.60000038,24.89999962,1028376.875,0.0,195403.7969,666718.0,3616.5896,361659.0,not_outlier,23.86,0.23,0.0,1.0,1,47,1.0
595,NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,1.0,1,53620,Office,53620.0,one_use,0.0,one_use,0.0,86.0,38.40000153,40.0,114.0,117.4000015,2058955.25,0.0,554098.5,1890584.0,1683.709839,168371.0,not_outlier,22.12,0.41,0.0,1.0,1,68,1.0
596,NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,1.0,1,50008,Office,50008.0,one_use,0.0,one_use,0.0,62.0,64.0,67.59999847,162.1000061,163.8999939,3202213.0,0.0,665544.375,2270837.0,9313.75,931375.0,not_outlier,65.3,1.31,0.0,1.0,1,78,1.0
